date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
04/06/2021,"DP/Pistol-Clean/HSPU","3 Rounds for time:6 Devils Press (50/35)18 PistolsRest until 10:00 mark3 Rounds for time:6 Cleans (155/105)9 HSPU (4"" Def)(8:00 Cap)*No HSW in quarters and very likely there will be pistols with the rope climb and ghdsu so let’s get some reps in.",300,"5:00","","","[{""mins"":5,""secs"":0},{""mins"":7,""secs"":0}]","1st part scaled.  only did 8 pistols but on my right leg they were so good.  left ankle must be much tighter because I struggled a lot.2nd part was awesome, unbroken bar and unbroken HSPU.  I just have slow reps on the HSPU hence the finish time",SCALED,
04/06/2021,"Warmup","2 Rounds:1:00 Row10 Box Jumps with a step down2 Rounds:1:00 Plank25 GHD Hip Extensions:30 Banded Lat Stretch/ArmBarbell Warmup:2 Sets:5 RDL + 5 High Hang High Pull + 5 Muscle Clean + 5 Power Clean with 2 count hold in catch",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
04/06/2021,"Deadlift/RMU","Every 2:00 x 5 Sets:1 Deadlift (75-80%)+1-5 RMU*Want you to feel some moderate weight in case a max dead shows up. Absolutely no grinding reps. Pick a rep scheme on RMU that you feel confident with. I want few to no failure today. *If you are doing quarterfinals but dont have them yet, go for some attempts and I want to see what theyre looking like. * No quarterfinals--scale to 5-8 Chest to Bar if you dont have RMU",160,"160","Load","","[{""load"":160,""success"":true},{""load"":160,""success"":true},{""load"":160,""success"":true},{""load"":160,""success"":true},{""load"":160,""success"":true}]","4 rmu every round easy.  tried to push the rings out in front of me a lot more",RX,
04/06/2021,"Power Clean","3:00 EMOM1 Power Clean (85%)Immediately into:Every :20 x 12 1 Power Clean (75%)",107,"107","Load","","[{""load"":107,""success"":true},{""load"":94,""success"":true}]","",RX,
04/08/2021,"Quarterfinals EVENT 1","3 Rds 10 SHSPU10 DB HPC50 DB-1:00 Rest-3 Rds10 HSPU10 DB PP50 DU",600,"10:00","","","[{""mins"":10,""secs"":0}]","222 reps",RX,
04/08/2021,"Quarterfinals EVENT 2","60-50-40-30 GHDSU6-5-4-3 Rope Climbs60-50-40-30 Pistols",1200,"20:00","","","[{""mins"":20,""secs"":0}]","193 reps14:29 tie break",RX,
04/08/2021,"Event 1 Warmup","2 Rounds1:00 Ski10 Single Arm DB OHP/arm (light)5 Inchworm (no pushup)50 Single Unders2 Rds8 DB RDLs (moderate)3-5 Kicks into a handstand30 Double Unders2 Rounds (easy pace)1-3 SHSPU5 DB HPC1-3 HSPU5 DB PP",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
04/09/2021,"Event 3 Warmup","3 Rounds250m Row12 Alternating Groiners12 Air Squats6 PushupsThen,2 Sets of 10-20 Wall Balls (rest as needed between)Then,2 Sets of10-15 Cal Row (rest as needed between sets)(build to a hard pace on set 2)",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
04/09/2021,"Quarterfinals EVENT 3","For Time:120 Wall Balls120 Cal Row",628,"10:28","","","[{""mins"":10,""secs"":28}]","100-20 wall balls1200 cal pace until the last 30",RX,
04/09/2021,"Quarterfinals EVENT 4","Find 4RM Front Squat",126,"126","Load","","[{""load"":126,""success"":true}]","97% of my 1rm",RX,
04/10/2021,"Quarterfinals EVENT 5","9-6-3Snatch (185/135)Burpee Box Jump Over (30"")",420,"7:00","","","[{""mins"":7,""secs"":0}]","20 repssnatch felt really heavy, failed a couple.but I didnt hit any at this weight during central regionalredid Sunday: 21 reps lol",RX,
04/12/2021,"Strict Pullup Test","1 x Max Effort Strict PullupsRest as needed3 x 50% of Max Effort (Rest as needed between sets to go UB)*If you cant do more than 5 yet, find you 5RM with minimum band tension, then do 3x5 with a little more band tension.",15,"15","Reps","","[{""reps"":15}]","woof",RX,
04/12/2021,"Pushup Test","1 x Max Effort PushupsRest as needed3 x 50% of Max Effort Set*You may pause at the top, but no down dogs. You must stay in a good plank position at the top. No bouncing off your chest. And make sure you are touching your chest not your belly. This is for yourself not to cheat and get more numbers to look better for the group;",45,"45","Reps","","[{""reps"":45}]","my little titties hurt",RX,
04/12/2021,"Bike Test","30:00 Assault Bike for Calories/Distance*The catch: you must cover your screen. Lets see what you can do when you cant use the numbers to help you.**Record cals and average RPM into comments as well.",19300,"19300","Meters","","[{""meters"":19300}]","432 cals",RX,
04/13/2021,"Clean and Jerk EMOM","8:00 EMOM1 Clean and Jerk60%65%70%75%80%85-90%******Check notes",114,"114","Load","","[{""load"":114,""success"":true}]","",RX,
04/13/2021,"Sandbag/MU","3:00 ON/1:00 OFF15 Sandbag Over Shoulder (150/100)Max reps Ring Muscle Up* *Continue until you accumulate 30 RMU20:00 Cap (ie 5 rounds)CHECK NOTES",660,"11:00","","","[{""mins"":11,""secs"":0}]","10 SB at 15030RMU1: 7-52: 6-43: 4-3-1",SCALED,
04/13/2021,"Snatch EMOM","8:00 EMOM1 Snatch60%65%70%75%80%85-90%******Check notes",92,"92","Load","","[{""load"":92,""success"":true}]","PR baby, close on 95",RX,
04/13/2021,"Warmup","3 Rds250m Row5 Cossack Squats/Leg5 KB Windmills/Leg5 Prone Snow Angels1:00 Pass Throughs2 Rounds10 PVC OHS10 PVC Sotts Press(After you do DB OHP Max)Empty Bar (3 Sets)5 Snatch RDL + 5 High Hang High Pulls + 5 Tempo Muscle Snatch + 5 Tempo OHS",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
04/13/2021,"DB OHP","Find 1RM Single Arm DB OHP Each Arm*If you dont have a heavy enough DB, find a max effort set with the heaviest one you have.",32,"32","Load","","[{""load"":32,""success"":true}]","",RX,
04/14/2021,"SHSPU Test","1 x Max Effort SetRest as needed3 x 50% of Max Effort SetRest as needed between sets to go UB*Check notes",10,"10","Reps","","[{""reps"":10}]","PR LETS GO",RX,
04/14/2021,"Back Rack Reverse Lunge","5 Sets:Build to a heavy 3 Rep/Leg*You can do all 3 reps on a leg in a row or alternate, does not matter.",100,"100","Load","","[{""load"":100,""success"":true}]","",RX,
04/14/2021,"Back Squat EMOM","8:00 EMOM1 Back Squat60%65%70%75%80%3 x (85-90%)****Same concept as snatch/C&J",150,"150","Load","","[{""load"":150,""success"":true}]","PR LETS GO",RX,
04/14/2021,"Warmup","2 Sets:1:00 Bent Knee Hollow Hold30 GHD Hip Extensions2 Sets:Squat with Thoracic Rotations (5/side)Low Lunge with rotation (5/side)2 Sets:10 Empty Bar Good Morning10 Tempo Goblet Squats",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
04/14/2021,"DU/TTB/HSW","300 Double Understhen,5 Rounds20 TTB50 HSW (or 3 Wall Walks)[20:00 Cap][5:00 Cap for DU]",1200,"20:00","","","[{""mins"":20,""secs"":0}]","4 rounds",RX,
04/15/2021,"Running Warmup","200m Jog30yd Tip Toe Walk30yd Heel Walk10x10yd Side Shuttles20 Lateral Leg Swings/Leg20 Forward/Back Swings/Leg15yd High Knees15yd Lateral High Knees200m Jog",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
04/15/2021,"2 Mile Run Test","On a track if you can get to one.Time to get better at running.",837,"13:57","","","[{""mins"":13,""secs"":57}]","trail run with lots of headwind",RX,
04/16/2021,"Deadlift EMOM","8:00 EMOM1 Deadlift60%65%70%75%80%3 x (85-90%)****Same concept as Snatch/C&J**No shitting dog reps. Any back rounding is too heavy today.",200,"200","Load","","[{""load"":200,""success"":true}]","no PR but feeling good",RX,
04/16/2021,"Warmup","250m Stiff Leg Row250m Row3 Sets::45 Weighted Plank8 Single Leg DB RDL5 Box Jumps",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
04/16/2021,"HPC EMOM","8:00 EMOM1 HPC60%65%70%75%80%3 x (85-90%)****Same concept as Snatch/C&J",125,"125","Load","","[{""load"":125,""success"":true}]","10k PR at least",RX,
04/17/2021,"Handstand Hold","1 x Max Effort SetNose to Wall Handstand Hold*Only thing touching the wall is your nose and your toes.**Cap is 5:00 (talking to you Ben)-Ill be hoping for 1:00",149,"2:29","","","[{""mins"":2,""secs"":29}]","",RX,
04/17/2021,"WB/Burpee EMOM","10:00 EMOM10 Wall Balls 10 Burpees*If you are feeling good today, lets see you go for 15:00 *Notes",646,"10:46","","","[{""mins"":10,""secs"":46}]","fell off pace last 3 rounds",RX,
04/17/2021,"Hang Power Snatch EMOM","8:00 EMOM1 HPS60%65%70%75%80%3 x (85-90%)****Same concept as Snatch/C&J",91,"91","Load","","[{""load"":91,""success"":true}]","3k PR",RX,
04/17/2021,"OHP EMOM","8:00 EMOM1 OHP60%65%70%75%80%3 x (85-90%)****Same concept as Snatch/C&J",75,"75","Load","","[{""load"":75,""success"":true}]","HUGE PR lfg",RX,
04/19/2021,"Overhead Squat","3 x 8 (light)1 Count Pause in Bottom",65,"65","Load","","[{""load"":55,""success"":true},{""load"":60,""success"":true},{""load"":65,""success"":true}]","",RX,
04/19/2021,"Gymnastics Work","A. Kipping Pullups 3 x 6-20 Reps (Rest as needed)B. Strict Ring Dips 4 x 8 (Add Weight if Able)C. Deficit Pushups 8 x 8-12 (Rest as little as possible btw sets)D. Double DB Skull Crushers 4 x 8 (1:00 Rest)*These are not supersets. Put reps/weights/time into comments to keep track for coming weeks.",0,"20 pu, dips ","Other / Text","","[{""other"":""20 pu, dips up to 43lbs, 12 deficit pu, 20lb skull crushers""}]","",RX,
04/19/2021,"Tempo Front Squat","4 x 3 Tempo Front Squat(60-65%)*3 seconds down, 3 second pause, explode up",78,"78","Load","","[{""load"":78,""success"":true},{""load"":78,""success"":true},{""load"":78,""success"":true},{""load"":78,""success"":true}]","",RX,
04/19/2021,"Warmup","1:00 PVC Pass Throughs2 Sets:10 Single Arm KB Swing/Arm10 Single Arm Famer Carry Deadlift/Arm10 Box Jumps10 Squat with rotation/side3 Sets:50 Single Arm OH Carry/Arm (build each round to a challenging weight)10 Slow PVC OHS is your ""rest"" between OH Carries (slow down and up)",0,"35 55 70","Other / Text","","[{""other"":""35 55 70""}]","",RX,
04/19/2021,"Bike Intervals","10 Sets:1:00 ON1:00 ""OFF""ON = 30:00 Pace + 4-6 RPMOFF = Recovery Pace",228,"228","Calories","","[{""calories"":228}]","70 fast40 slowshould have gone faster on the slow lol",RX,
04/19/2021,"Back Rack Reverse Lunge","Every 2:00 x 4 Sets3 Lunges/Leg (90% of 3RM from last week)",90,"90","Load","","[{""load"":90,""success"":true},{""load"":90,""success"":true},{""load"":90,""success"":true},{""load"":90,""success"":true}]","",RX,
04/19/2021,"Snatch Pull + HPS","Every 1:30 x 5 Sets1 Tempo Snatch Shrug Pull + 2 Hang Power Snatch*(60-70%-only go up if the reps are perfect)*Notes",55,"55","Load","","[{""load"":55,""success"":true},{""load"":55,""success"":true},{""load"":55,""success"":true},{""load"":55,""success"":true},{""load"":55,""success"":true}]","",RX,
04/20/2021,"OHP in Split Jerk","Overhead Press in a Split Jerk Stance3 x 5 (50-60% of 1RM OHP)Rest as needed btw sets*Focus on a stable stance. Feet shoulder width apart, vertical front shin and soft back knee.",50,"50","Load","","[{""load"":50,""success"":true},{""load"":50,""success"":true},{""load"":50,""success"":true}]","",RX,
04/20/2021,"Tempo PC + Split Jerk","Every 2:00 x 5 Sets2 x (1 Tempo Power Clean + 1 Pause Split Jerk)3(60%)2(65%)of 1RM Power Clean*Tempo PC: This is a 3 second pull. When 3 seconds hits, you should be jumping.*Pause Split Jerk: 3 second hold in the catch of the jerk",82,"82","Load","","[{""load"":75,""success"":true},{""load"":75,""success"":true},{""load"":75,""success"":true},{""load"":82,""success"":true},{""load"":82,""success"":true}]","",RX,
04/20/2021,"OH Hold","For Time: 1:00 OHP Hold (100% of OHP Max)Time Cap: 3:00",84,"1:24","","","[{""mins"":1,""secs"":24}]","75k",RX,
04/20/2021,"DB Snatch/TTB","For Time:30-20-10DB Power Snatch (50/35)TTB",286,"4:46","","","[{""mins"":4,""secs"":46}]","unbroken till set of 20, 11-5-4",RX,
04/20/2021,"Dip+PP+Jerk","Every 2:00 x 5 Sets:2 Jerk Dips + 1 Push Press + 1 Push Jerk 70-80% of 1RM Push Press",85,"85","Load","","[{""load"":85,""success"":true},{""load"":85,""success"":true},{""load"":85,""success"":true},{""load"":85,""success"":true},{""load"":85,""success"":true}]","",RX,
04/21/2021,"Row/HPC","Every 3:00 x 4 Sets:20/15 Cal Row15 Hang Power Cleans (155/105)*You should not be breaking up the hang power cleans. Push the row hard, but make sure your hands are on the barbell within 10 seconds of finishing that row.",100,"1:40","","","[{""mins"":1,""secs"":40},{""mins"":1,""secs"":47},{""mins"":2,""secs"":24},{""mins"":3,""secs"":5}]","holy grip, probably should have scaled1510-510-58-4-3",RX,
04/21/2021,"Sn. PP + PJ + Bal.","3 Sets:2 Snatch Push Press + 2 Snatch Push Jerk + 2 Snatch Balance2 Sets:1 Snatch Push Press + 1 Snatch Push Jerk + 1 Snatch Balance*Check notes",60,"60","Load","","[{""load"":40,""success"":true},{""load"":45,""success"":true},{""load"":50,""success"":true},{""load"":55,""success"":true},{""load"":60,""success"":true}]","",RX,
04/21/2021,"Back Squat","Every 2:00 x 5 Sets6 Back Squat (75%)",105,"105","Load","","[{""load"":105,""success"":true},{""load"":105,""success"":true},{""load"":105,""success"":true},{""load"":105,""success"":true},{""load"":105,""success"":true}]","",RX,
04/21/2021,"High Hang Snatch","5 Sets:3 High Hang Snatch (60-65% of 1RM Snatch)Rest 1:00 Between Sets*Work on keeping the bar in the hip pocket, dip straight down and focus on extending through the bar.",60,"60","Load","","[{""load"":55,""success"":true},{""load"":55,""success"":true},{""load"":55,""success"":true},{""load"":60,""success"":true},{""load"":60,""success"":true}]","",RX,
04/21/2021,"Posterior Chain","3 Sets:6 Single Leg RDL 6 Glute Ham Raises",20,"20","Load","","[{""load"":20,""success"":true},{""load"":20,""success"":true},{""load"":20,""success"":true}]","empty bar",RX,
04/22/2021,"Warmup:","3 Rounds::30-1:00 Nose to Wall HS Hold10 Pass Throughs while in a squat5 PVC Sotts Press(pick a time so that the 3 rounds adds up to be more than your max from last week)Empty Bar Warmup:2-3 Sets5 High Hang Muscle Snatch + 5 Snatch Push Press + 5 OHS",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
04/24/2021,"DL/WB (Partner)","10 RFT (5 each)7 Deadlifts (315/225)21 Wall Balls (20/14)*alternate roundsIndividual Version5 Rounds1:00 Rest between rounds Should definitely be going unbroken on deadlifts, but go a little heavier than you normally would for a 315/225 scale today.",653,"10:53","","","[{""secs"":53,""mins"":10}]","Partner with Sabrina.Unbroken wod for me",RX,
04/26/2021,"Snatch Complex","Every 2:00 x 5 Sets2 x (Hang Power Snatch + Low Hang Snatch)*65-75% of 1RM HPS*CHECK NOTES*",60,"60","Load","","[{""success"":true,""load"":60},{""success"":true,""load"":60},{""success"":true,""load"":60},{""success"":true,""load"":60},{""success"":true,""load"":60}]","",RX,
04/26/2021,"Back Rack Reverse Lunge","Every 2:00 x 6 Sets3 Lunges/Leg (90% of 3RM)ie Same weight as last week.*if you dont have a 3RM, work at very tough, but doable sets.",90,"90","Load","","[{""success"":true,""load"":90},{""success"":true,""load"":90},{""success"":true,""load"":90},{""success"":true,""load"":90},{""success"":true,""load"":90},{""success"":true,""load"":90}]","",RX,
04/26/2021,"OHS Technique Work","3x8 OHS*3 count negative**Light to moderate weight (technique > load)",55,"55","Load","","[{""success"":true,""load"":40},{""success"":true,""load"":40},{""success"":true,""load"":45},{""success"":true,""load"":55},{""success"":true,""load"":55}]","",RX,
04/26/2021,"Tempo Front Squat","6x3 Tempo Front SquatSets 1-2: 60-65%Sets 3-6: 65-70%*Tempo is: 3 seconds down, 3 second pause, explode up**Push for the higher end of these percentages. I want perfect movement over weight though.",90,"90","Load","","[{""success"":true,""load"":85},{""success"":true,""load"":85},{""success"":true,""load"":90},{""success"":true,""load"":90},{""success"":true,""load"":90},{""success"":true,""load"":90}]","",RX,
04/26/2021,"Warmup","300m Ski3 Sets10 Pass Throughs10 Squat Hold with Rotations3 Sets75 Single Arm DB OH Carry/Arm10 Alternating Groiners",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
04/26/2021,"Gymnastics Work","A. Kipping Pullups 4 Sets (same reps as last week)B. Strict Ring Dips 4x10 (same weight as last week)C. Deficit Pushups 6x10-16 *Must be unbroken. Add 2-4 reps from your sets last week.D. DB Skull Crushers 4x10 (slow negative",0,"","Other / Text","","[{""other"":""""}]","20,20,15,12All of a sudden I lost my ability to kip halfway through.",RX,
04/26/2021,"2016 Regionals Event","4 Rounds for Time:28 Pistols15 Power Cleans (115/80)*10:00 CAP",600,"10:00","","","[{""secs"":0,""mins"":10}]","Scaled to lateral step ups2 rounds done.  WOOF I need to work on pistols ",SCALED,
04/27/2021,"Tempo PC + Split Jerks","Every 2:00 x 5 Sets2 x (1 Tempo Power Clean + 2 Split Jerks)2 (65%)3 (70%)*NOTES",86,"86","Load","","[{""success"":true,""load"":81},{""success"":true,""load"":81},{""success"":true,""load"":86},{""success"":true,""load"":86},{""success"":true,""load"":86}]","Woof these were tough",RX,
04/27/2021,"FG/Chinup Holds","5 Sets:20-30 second False Grip Chest to Ring Holdor20-30 second Chin Over Bar Hold (chinup grip)*If you did this last week, you can either add time to your sets from last week OR if you did 30 seconds, you can add some weight (5-10#)",20,"0:20","","","[{""secs"":20},{""secs"":20},{""secs"":20},{""secs"":20},{""secs"":20}]","",RX,
04/27/2021,"Overhead Hold","3 Sets:30 second Barbell OH Hold (100% of 1RM OHP)*Keep rest under 2:00*You may add weight through sets if this is easy for you.",75,"75","Load","","[{""success"":true,""load"":75},{""success"":true,""load"":75},{""success"":true,""load"":75}]","",RX,
04/27/2021,"3 Sets:","21 Cal Assault Bike14 Burpee Box Jump Overs*7 Deadlifts (365/265)-3:00 Rest Between Sets-*BBJO: 36/30""-if you have jerk blocks use them and you can use your hands.**You should be able to do this UB but it will be tough. So, you can scale to around 70-75% on the DL if needed.",183,"3:03","","","[{""secs"":3,""mins"":3},{""secs"":30,""mins"":3},{""secs"":53,""mins"":3}]","Something like that. Finish time was 16:3740” boxUnbroken deadlift",RX,
04/27/2021,"OHP in SJ","Overhead Press in  a Split Jerk 3x5 (55-65% of 1RM OHP)Rest as needed between sets*SOFT BACK KNEE",49,"49","Load","","[{""success"":true,""load"":49},{""success"":true,""load"":49},{""success"":true,""load"":49}]","",RX,
04/27/2021,"SHSPU","For Time:12 Unbroken SetsAdd 1 Rep to last week*If you didnt do these last week, pick a number between 3-6 that you can do faster than an EMOM.",900,"15:00","","","[{""secs"":0,""mins"":15}]","3s till halfway and then I was doing 2s and 1s",SCALED,
04/27/2021,"Overhead Complex","Every 2:00 x 5 Sets1 Pause Dip + 1 Push Press + 2 Push Jerks75-85% of 1RM Push Press",90,"90","Load","","[{""success"":true,""load"":90},{""success"":true,""load"":90},{""success"":true,""load"":90},{""success"":true,""load"":90},{""success"":true,""load"":90}]","",RX,
04/28/2021,"Running","5 Sets:400m Run1:00 Rest200m Run3:00 Rest*400m--2 mile Pace**200m Run--FAST(you get a 3:00 break after your 200s so push those hard)***Score is slowest 200m",6039,"100:39","","","[{""secs"":99,""mins"":99}]",":32 :32 :31 :31 :30Ass runner",RX,
04/28/2021,"DU/HSW + RC/SB","EMOM to Failure (or stop at 10:00)25 Heavy DU (Drag/Heavy/or 50 Regular)25 HSW (or 1-2 Wall Walks) -2:00 Rest after you fail/finish then-30 Rope Climbs For Time-EMOM, including 0:00, 3 Sandbag Cleans (150/100)[10:00 Cap on Part 2]*Can anyone finish part 2??",1200,"20:00","","","[{""secs"":0,""mins"":20}]","3 rounds in hsw.  Walk was the limiter 14 reps in rope climb. 3-3 then singles",RX,
